WORDCOUNTS,WEIGHT
the,751
of,494
and,418
a,265
to,208
in,181
as,171
his,152
he,142
is,134
s,120
that,117
with,104
her,104
jack,82
kerouac,72
white,68
body,64
this,62
it,59
by,58
which,58
mardou,55
maggie,53
but,50
for,49
leo,46
an,43
tristessa,40
are,39
him,38
black,38
not,38
from,37
their,36
grotesque,35
own,34
on,34
into,33
has,33
social,33
through,33
who,32
she,31
at,29
other,28
or,27
world,26
american,24
also,24
woman,24
self,23
race,23
female,22
love,22
dark,22
himself,21
lowell,21
them,21
they,20
human,20
both,20
male,19
out,18
when,18
so,18
class,18
be,18
culture,17
more,17
man,17
one,16
life,16
narrator,15
no,15
new,15
upon,15
college,14
women,14
sexual,14
each,14
racial,13
cassidy,13
literature,13
winter,13
about,13
sex,13
becomes,13
whiteness,13
identity,13
story,13
grace,13
t,12
all,12
was,12
nancy,12
cultural,12
personal,12
presence,12
only,12
lewis,12
can,12
fear,12
au,12
if,11
history,11
america,11
image,11
most,11
color,11
however,11
its,11
mccampbell,11
these,11
stories,11
subterraneans,11
where,11
like,11
high,11
feuaheen,11
have,11
book,10
i,10
those,10
such,10
beat,10
process,10
because,10
part,10
we,10
press,10
two,10
french,10
language,10
then,10
worcester,10
images,10
than,9
act,9
whom,9
future,9
place,9
up,9
fellaheen,9
time,9
school,9
freak,9
form,9
dream,9
use,8
first,8
even,8
romantic,8
had,8
cannot,8
irish,8
ethnicity,8
darkness,8
masculine,8
ing,8
must,8
what,8
city,8
you,8
does,7
way,7
mouth,7
character,7
narrative,7
point,7
against,7
young,7
may,7
my,7
long,7
gender,7
same,7
power,7
vision,7
forms,7
father,7
narrators,7
were,7
duluoz,7
destruction,7
meets,7
wiu,7
just,7
freedom,7
negro,7
sexuality,7
north,7
tion,6
friends,6
newyork,6
desire,6
mind,6
bird,6
some,6
weu,6
find,6
york,6
morrison,6
too,6
appears,6
used,6
people,6
good,6
working,6
economic,6
home,6
ed,6
others,6
many,6
do,6
road,6
books,6
individual,6
especially,6
become,6
january,6
team,6
any,6
inferiority,6
text,6
over,6
down,6
writer,6
off,6
remains,6
between,6
themselves,6
much,6
per,5
complex,5
denied,5
lower,5
nature,5
legend,5
con,5
behavior,5
throughout,5
carnival,5
jews,5
left,5
humanity,5
university,5
literary,5
mary,5
defeat,5
memory,5
well,5
grotesqueness,5
family,5
feelings,5
beauty,5
society,5
girl,5
san,5
practices,5
make,5
party,5
heritage,5
enough,5
belief,5
freaks,5
ethnic,5
jew,5
three,5
relationship,5
yuri,5
fantasy,5
respect,5
itself,5
face,5
did,5
son,5
african,5
physical,5
states,5
francisco,5
truth,4
told,4
live,4
underground,4
sublime,4
being,4
beautiful,4
comedy,4
together,4
henry,4
primitive,4
dash,4
less,4
perfection,4
condition,4
prejudice,4
thus,4
adam,4
back,4
men,4
sin,4
sister,4
whose,4
rather,4
goes,4
beats,4
consciousness,4
contemplates,4
fifties,4
doesn,4
masculinity,4
feminine,4
concept,4
early,4
device,4
sun,4
commerce,4
sense,4
ego,4
codes,4
progress,4
masseur,4
play,4
boy,4
acting,4
narratives,4
begins,4
again,4
death,4
rejects,4
head,4
john,4
away,4
pattern,4
toni,4
blackness,4
signifying,4
bakhtin,4
renaissance,4
kerouacian,4
horace,4
another,4
including,4
expression,4
sees,4
nicosia,4
open,4
victory,4
faces,4
would,4
mexico,4
ground,4
brown,4
success,4
tive,4
force,4
united,4
known,4
set,4
canuck,4
very,4
historical,4
past,4
passage,4
mann,4
while,4
voice,4
episode,4
com,4
despised,4
false,4
years,4
defined,4
blacks,4
little,4
seek,4
democracy,3
now,3
later,3
defy,3
trans,3
e,3
pushcart,3
star,3
kitten,3
english,3
hip,3
acceptance,3
presents,3
something,3
terrifying,3
romance,3
creation,3
negates,3
hatred,3
words,3
definition,3
unlike,3
addict,3
great,3
room,3
real,3
there,3
date,3
stand,3
within,3
depends,3
nar,3
possible,3
cre,3
move,3
taking,3
