WORDCOUNTS,WEIGHT
the,1060
of,698
and,594
to,552
a,384
in,292
that,284
emts,198
paid,194
volunteers,167
for,166
as,165
they,158
s,151
their,150
was,133
an,129
were,123
on,120
by,113
or,94
with,92
had,90
work,88
be,83
are,80
it,79
from,76
have,71
not,69
at,68
is,68
more,63
medical,61
we,61
because,60
but,59
occupational,58
occupations,57
patients,54
volunteer,53
patient,52
when,51
one,50
ems,50
who,50
than,49
care,45
t,45
social,45
this,44
you,44
such,42
how,41
commodification,41
would,41
if,40
mandate,39
he,39
members,38
into,36
no,36
medco,36
december,35
can,35
what,34
other,33
unpaid,33
emergency,33
most,33
also,33
asq,32
which,32
even,31
she,31
do,29
although,29
expertise,28
his,27
could,27
began,27
said,26
first,26
all,26
i,26
emt,26
call,26
new,26
services,26
so,26
between,26
being,25
her,25
community,25
two,25
time,25
agencies,25
aid,25
crew,25
themselves,25
jones,24
up,24
only,24
must,24
over,24
them,24
while,24
interaction,24
those,23
perspective,23
may,23
practice,23
both,23
cultural,22
usually,22
practitioners,22
mutual,21
scene,21
about,21
after,21
exchange,21
been,21
gift,20
become,20
did,20
institutional,20
there,19
relations,19
training,19
people,19
contrast,19
where,19
hospital,19
commodity,19
should,19
out,18
occupation,18
its,18
around,18
service,18
public,17
activities,17
like,17
way,16
activity,16
calls,16
during,16
tasks,16
second,16
these,16
many,16
often,16
each,16
group,15
american,15
history,15
either,15
might,15
thus,15
doug,15
him,15
lakeview,15
maryville,15
form,15
help,14
health,14
rather,14
called,14
used,14
us,14
less,14
theory,14
commodities,14
d,14
nurse,13
rig,13
differences,13
has,13
some,13
ambulance,13
squads,13
act,13
study,13
family,13
agency,13
audiences,13
acquire,13
commercial,13
go,12
now,12
authority,12
gifts,12
context,12
sue,12
before,12
fledgling,12
well,12
will,12
accident,12
same,12
others,12
woman,12
nurses,12
system,12
supports,12
observed,12
likely,11
something,11
crews,11
say,11
behavior,11
providers,11
view,11
friends,11
experts,11
viewed,11
data,11
routinely,11
several,11
therefore,11
make,11
once,11
orders,11
fact,11
another,11
made,11
use,11
then,11
any,11
following,11
squad,11
control,11
rhetorics,11
identities,11
sociology,11
studying,11
became,11
role,11
need,11
obligations,10
groups,10
women,10
room,10
pam,10
victim,10
back,10
without,10
process,10
opportunity,10
too,10
situations,10
perform,10
though,10
own,10
least,10
order,10
yet,10
under,10
moral,10
fieldnotes,10
times,10
ambulances,10
get,10
face,10
rarely,10
domestic,10
don,10
our,10
approach,10
meaning,9
ways,9
consistent,9
long,9
production,9
find,9
look,9
general,9
whose,9
support,9
reason,9
medicine,9
your,9
required,9
altruism,9
unless,9
status,9
few,9
notes,9
critical,9
organizations,9
ideology,9
spoke,9
free,9
theories,9
tim,9
distinction,9
structure,9
saw,9
professional,9
claimed,9
case,9
administer,9
report,9
number,9
better,9
whether,9
bob,9
researchers,9
little,9
re,9
asked,9
doing,9
roles,9
told,8
physicians,8
give,8
nelsen,8
take,8
personnel,8
possible,8
contractual,8
resources,8
labor,8
police,8
neighbors,8
served,8
technicians,8
communities,8
license,8
similar,8
talk,8
four,8
treat,8
however,8
highly,8
seemed,8
society,8
economic,8
noted,8
communal,8
treatment,8
took,8
region,8
largely,8
course,8
me,8
science,8
simply,8
different,8
goods,8
want,8
argued,8
observations,8
finally,8
instead,8
point,8
early,8
difficult,7
jurisdictions,7
interactional,7
monitor,7
able,7
staff,7
demeanor,7
sought,7
right,7
tied,7
selves,7
difficulties,7
since,7
mauss,7
knew,7
importance,7
front,7
organization,7
just,7
always,7
believed,7
trained,7
problem,7
skilled,7
constraining,7
technical,7
example,7
change,7
attention,7
dispatchers,7
transport,7
carrier,7
avoid,7
press,7
situation,7
certified,7
somebody,7
convince,7
neither,7
skill,7
remuneration,7
rhetoric,7
competitors,7
relevant,7
paramedics,7
clients,7
rescue,7
three,7
doctors,7
probably,7
provide,7
construction,7
analysis,7
know,7
best,7
john,7
come,7
question,7
mandates,7
marxist,7
among,7
done,6
common,6
adopt,6
everyone,6
market,6
needed,6
identify,6
unlike,6
occurred,6
arrived,6
source,6
definition,6
amateurs,6
professions,6
paramedic,6
saying,6
andy,6
dynamics,6
illustrates,6
cases,6
radio,6
equipment,6
delivered,6
york,6
read,6
consistency,6
servants,6
wouldn,6
certification,6
instance,6
whereas,6
greater,6
appearance,6
found,6
initial,6
professionals,6
bystanders,6
received,6
industrial,6
claim,6
quickly,6
collective,6
structures,6
versus,6
employed,6
arise,6
routine,6
research,6
value,6
still,6
ask,6
worked,6
sociologists,6
technology,6
sociological,6
academy,6
considerable,6
tales,6
see,6
tell,6
explicitly,6
day,6
situated,6
treated,6
allowed,6
administrative,6
construct,6
why,6
especially,6
systems,6
relationship,6
linda,6
ve,6
going,6
type,6
went,6
using,6
national,6
define,6
distinctions,6
accidents,5
car,5
worthy,5
expect,5
minutes,5
modern,5
themes,5
experience,5
wrong,5
later,5
taken,5
emerged,5
advanced,5
skills,5
mind,5
cardiac,5
respond,5
within,5
pulled,5
international,5
dispatcher,5
interviews,5
review,5
relationships,5
explained,5
ability,5
pay,5
rooted,5
commercialization,5
interchangeable,5
difficulty,5
journal,5
influence,5
let,5
higher,5
recognized,5
across,5
highway,5
heard,5
legal,5
moreover,5
university,5
emergence,5
rendered,5
founding,5
lead,5
access,5
further,5
left,5
furthermore,5
otherwise,5
r,5
formerly,5
part,5
london,5
got,5
runs,5
fungibility,5
good,5
hence,5
matter,5
action,5
barley,5
constraints,5
initially,5
emergencies,5
counterparts,5
home,5
performed,5
power,5
similarly,5
put,5
stories,5
hand,5
levels,5
formal,5
questions,5
individuals,5
language,5
serious,5
period,5
firefighters,5
bound,5
provider,5
education,5
meant,5
considered,5
set,5
audience,5
unlikely,5
unique,5
terms,5
almost,5
recognition,5
city,5
giving,5
territory,5
detached,5
typically,5
evidence,5
off,5
voluntary,5
needs,5
jason,5
utility,4
formed,4
nodded,4
communicating,4
certainly,4
concerned,4
clicked,4
down,4
transporting,4
freidson,4
stretcher,4
side,4
acknowledged,4
behavioral,4
u,4
draw,4
delivering,4
drive,4
world,4
lights,4
bill,4
joan,4
run,4
analyzing,4
de,4
insisted,4
nor,4
theorists,4
kinship,4
third,4
simultaneously,4
expected,4
bring,4
portrayed,4
performance,4
traffic,4
remain,4
basic,4
hughes,4
mean,4
mitch,4
factors,4
means,4
involvement,4
changes,4
perceptions,4
ensure,4
wanted,4
established,4
seasoned,4
aura,4
clearly,4
air,4
welfare,4
frequently,4
requires,4
important,4
expressed,4
result,4
based,4
whom,4
questioned,4
societies,4
crowd,4
calm,4
hospitals,4
term,4
anderson,4
produced,4
placed,4
nothing,4
sport,4
near,4
having,4
competent,4
knowledge,4
gave,4
actually,4
personal,4
my,4
next,4
emerging,4
small,4
summon,4
dramatic,4
division,4
proper,4
notice,4
rest,4
merv,4
structural,4
thought,4
informal,4
culture,4
reports,4
toward,4
lack,4
children,4
really,4
identical,4
jump,4
never,4
outside,4
strategies,4
necessary,4
perhaps,4
encountered,4
excerpt,4
understanding,4
identity,4
concern,4
controlling,4
operated,4
station,4
previous,4
low,4
clear,4
reality,4
emphasizing,4
phil,4
interpret,4
evening,4
high,4
ted,4
quick,4
novo,4
wasn,4
valued,4
jurisdiction,4
written,4
sense,4
kit,4
equivalent,4
quarterly,4
suggest,4
today,4
perspectives,4
practical,4
begin,4
lost,4
seen,4
force,4
transformation,4
