WORDCOUNTS,WEIGHT
the,619
of,476
in,328
and,324
to,292
a,224
women,161
is,157
s,139
that,136
as,135
zhang,131
her,122
for,108
which,106
not,92
she,83
on,82
it,80
with,78
their,77
social,76
are,68
has,60
this,58
p,56
be,56
but,53
or,51
by,51
one,48
his,48
china,47
who,47
from,47
chinese,46
have,44
at,41
they,38
he,38
love,37
ibid,37
an,36
was,34
had,34
socialist,34
life,34
political,32
jie,32
problems,30
socialism,30
ark,29
if,28
no,27
also,27
liu,27
more,26
must,26
into,25
them,25
so,25
can,25
been,25
many,24
men,24
quan,24
would,24
other,23
feminism,23
state,23
international,23
only,23
jinghua,23
between,23
all,22
i,22
qian,21
most,21
society,21
some,20
out,20
liang,20
were,20
consciousness,19
people,19
will,19
female,19
woman,19
does,18
experience,18
there,18
human,18
india,18
well,18
own,18
when,18
characters,18
than,17
revolution,17
these,17
male,17
lives,17
feminist,17
through,17
such,16
young,16
even,16
may,16
under,16
discussion,16
quarterly,16
any,16
historical,16
what,16
forgotten,15
world,15
centre,15
cultural,14
its,14
work,14
gender,14
about,14
party,14
personal,14
like,14
past,14
roxann,13
within,13
perspective,13
how,13
compassion,13
small,13
prazniak,13
over,13
history,12
relations,12
during,12
issues,12
sense,12
present,12
pp,12
both,12
press,12
group,11
western,11
those,11
whether,11
university,11
oppression,11
because,11
part,11
emancipation,11
change,11
make,11
time,11
do,11
three,11
marriage,11
you,11
should,11
literature,10
story,10
wei,10
responsibility,10
think,10
wu,10
end,10
see,10
relationship,10
among,10
struggle,9
way,9
point,9
could,9
up,9
finds,9
economic,9
power,9
new,9
status,9
foreign,9
suggests,9
need,9
themselves,9
much,9
difficult,8
concern,8
live,8
might,8
development,8
support,8
discourse,8
film,8
situation,8
stories,8
husband,8
where,8
perhaps,8
herself,8
significant,8
feminists,8
neofeminist,8
ideology,8
each,8
writes,8
while,8
beijing,8
instead,8
now,7
meaning,7
true,7
possibilities,7
help,7
context,7
con,7
better,7
after,7
legal,7
old,7
too,7
public,7
future,7
unfinished,7
things,7
liberation,7
experiences,7
towards,7
same,7
divorce,7
contemporary,7
man,7
understanding,7
made,7
class,7
especially,7
today,7
get,7
best,7
years,7
conditions,7
potential,7
marxist,7
develop,7
child,6
common,6
fiction,6
o,6
character,6
unlike,6
first,6
sources,6
daily,6
activity,6
say,6
very,6
himself,6
against,6
kind,6
back,6
find,6
generation,6
essential,6
reflects,6
ways,6
process,6
beyond,6
struggles,6
term,6
emphasis,6
place,6
family,6
always,6
still,6
movement,6
once,6
thought,6
two,6
others,6
really,6
another,6
upon,6
reality,6
him,6
course,6
we,6
vision,6
countries,6
analysis,6
itself,6
thinking,6
alternative,6
control,6
did,6
just,6
terms,6
particular,6
little,6
national,6
socially,6
states,6
approach,6
cent,5
alone,5
per,5
source,5
different,5
being,5
seems,5
groups,5
take,5
draws,5
difficulties,5
manager,5
affairs,5
look,5
general,5
across,5
importance,5
studies,5
special,5
space,5
important,5
greater,5
emerald,5
effort,5
lived,5
though,5
possibility,5
writers,5
purpose,5
policies,5
around,5
few,5
communist,5
single,5
yet,5
ed,5
patterns,5
formal,5
points,5
individual,5
never,5
quo,5
lost,5
united,5
hope,5
empathy,5
share,5
comes,5
intellectual,5
books,5
buddhist,5
universal,5
knows,5
want,5
theory,5
problem,5
linger,5
apartment,5
our,5
come,5
hawthorn,5
views,5
major,5
go,4
humanism,4
done,4
corruption,4
highly,4
h,4
cit,4
before,4
something,4
anything,4
t,4
voices,4
taken,4
shaped,4
fully,4
able,4
government,4
concepts,4
issue,4
possible,4
politics,4
condition,4
juru,4
central,4
quality,4
de,4
moment,4
given,4
concerning,4
third,4
ment,4
ramachandran,4
without,4
links,4
duke,4
age,4
n,4
behaviour,4
based,4
radical,4
further,4
introspection,4
aspects,4
positions,4
used,4
friend,4
forces,4
good,4
working,4
order,4
attention,4
comfort,4
progress,4
seemed,4
critical,4
therefore,4
equality,4
matter,4
indeed,4
wings,4
forward,4
domination,4
emotional,4
goals,4
experienced,4
efforts,4
longer,4
idea,4
treatment,4
appeared,4
vulnerable,4
less,4
tell,4
material,4
local,4
father,4
writings,4
radicalism,4
questions,4
individuals,4
theoretical,4
clear,4
authors,4
op,4
language,4
someone,4
high,4
earlier,4
mind,4
become,4
narrow,4
widely,4
slavenka,4
bureau,4
provide,4
attitude,4
contribution,4
transformation,4
often,4
mother,4
addressed,4
practice,4
here,4
know,4
global,4
historian,4
