WORDCOUNTS,WEIGHT
the,217
of,150
and,92
in,83
that,76
to,75
their,39
women,34
love,33
a,32
she,30
lystra,28
as,27
with,26
men,25
they,24
for,24
s,24
her,21
p,20
is,15
was,15
have,15
victorian,14
were,14
romantic,13
this,13
lovers,12
from,12
an,12
not,11
historians,11
at,10
letters,10
american,10
by,10
new,10
which,10
other,10
sex,9
history,9
more,9
spheres,9
upon,9
relationships,9
than,9
female,8
but,8
are,8
them,8
such,8
on,8
lives,7
emotional,7
book,7
there,7
has,7
public,7
sexual,7
private,7
these,7
feelings,7
world,7
we,7
one,6
god,6
most,6
two,6
victorians,6
heart,6
role,6
century,6
searching,6
between,6
even,6
roles,6
it,5
male,5
life,5
true,5
family,5
only,5
rather,5
all,5
had,5
those,5
however,5
woman,5
primary,5
literature,5
our,5
own,5
although,5
separate,5
americans,4
no,4
separation,4
make,4
sphere,4
terms,4
class,4
about,4
university,4
home,4
too,4
social,4
sometimes,4
shade,4
nature,4
scholars,4
found,4
out,4
while,4
well,4
some,4
looking,4
patriarchy,4
would,4
so,4
marriage,4
self,4
does,3
led,3
various,3
if,3
who,3
understand,3
certain,3
religious,3
study,3
often,3
yet,3
ways,3
modern,3
thought,3
or,3
culture,3
believed,3
nineteenth,3
believes,3
equated,3
power,3
important,3
greater,3
expressed,3
came,3
could,3
sexes,3
time,3
children,3
victorianism,3
clearly,3
relate,3
insisting,3
companionate,3
reviews,3
be,3
perhaps,3
america,3
degree,3
almost,3
ideal,3
middle,3
intimate,3
both,3
through,3
gender,3
use,3
gave,3
began,3
people,3
karen,3
gain,3
question,3
status,3
significance,3
interest,3
hardly,3
sources,3
forced,3
june,3
themselves,3
decline,3
effect,3
can,3
way,3
generally,3
drawn,3
capitalism,3
ethic,2
may,2
domesticity,2
seems,2
he,2
books,2
manipulated,2
me,2
without,2
common,2
his,2
within,2
economic,2
been,2
reader,2
across,2
imagery,2
theories,2
process,2
revisionism,2
success,2
conceptions,2
after,2
importance,2
complex,2
puritans,2
affection,2
live,2
wives,2
making,2
studies,2
read,2
happened,2
soon,2
trace,2
matters,2
us,2
into,2
reciprocal,2
passionlessness,2
general,2
any,2
emotions,2
elsewhere,2
proposed,2
same,2
purity,2
argued,2
extensive,2
noted,2
rise,2
cast,2
passion,2
consensus,2
pleasure,2
might,2
attempt,2
view,2
over,2
control,2
each,2
draws,2
different,2
believe,2
