WORDCOUNTS,WEIGHT
the,75
love,40
of,39
in,33
is,24
tennyson,22
to,21
and,20
a,16
that,12
almighty,12
haliam,12
which,12
it,10
s,10
his,9
as,9
he,7
m,7
for,7
mem,7
ri,7
god,6
this,6
one,5
not,5
with,5
by,5
novissima,5
theodicaea,5
but,4
most,4
creation,4
deity,4
poet,4
faith,4
between,4
lion,3
friendship,3
on,3
these,3
thy,3
new,3
i,3
man,3
leviathan,3
conviction,3
belief,3
vast,3
upon,3
poems,3
its,3
spirit,3
poem,3
early,3
does,2
fly,2
whose,2
glittering,2
note,2
later,2
thou,2
force,2
strife,2
they,2
similar,2
surprising,2
read,2
motive,2
was,2
from,2
too,2
two,2
more,2
here,2
mighty,2
all,2
are,2
my,2
other,2
out,2
arthur,2
there,2
works,2
less,2
storm,2
king,2
near,2
theological,2
becomes,2
suggests,2
microscopic,2
art,2
part,2
waste,2
harmony,2
were,2
full,2
elephant,2
against,2
like,2
so,2
an,2
crafty,2
earlier,2
nor,2
bounding,2
enemies,2
when,2
than,2
nations,1
at,1
everlasting,1
set,1
critics,1
frequent,1
will,1
eternal,1
permeating,1
defended,1
anticipates,1
quoting,1
interesting,1
relationship,1
informs,1
no,1
unravel,1
act,1
rested,1
rather,1
opening,1
if,1
obey,1
crucial,1
short,1
how,1
actuated,1
wondrous,1
limited,1
lines,1
perfection,1
fiat,1
sway,1
untimely,1
brings,1
implies,1
lasting,1
realizes,1
cxxvi,1
woods,1
comments,1
brunswick,1
worlds,1
life,1
whole,1
articulate,1
fate,1
forecast,1
prime,1
existed,1
live,1
springs,1
sets,1
floods,1
posthumous,1
tense,1
face,1
sonnets,1
ecstacy,1
makes,1
evil,1
shattered,1
expounded,1
considered,1
university,1
claims,1
pastime,1
favorable,1
or,1
familiar,1
image,1
title,1
ceylon,1
curious,1
light,1
before,1
unite,1
lord,1
descries,1
placed,1
series,1
arrest,1
complexity,1
version,1
age,1
extols,1
being,1
friend,1
first,1
synonymous,1
known,1
passion,1
considers,1
name,1
namely,1
instance,1
temporarily,1
dominant,1
equation,1
ii,1
power,1
important,1
suggested,1
might,1
paean,1
dimension,1
death,1
natural,1
motter,1
solves,1
intellectual,1
into,1
many,1
nature,1
expressed,1
uses,1
worth,1
whom,1
seem,1
could,1
appearance,1
great,1
reasons,1
inclusion,1
surprisingly,1
thine,1
foundation,1
time,1
contradictory,1
obviously,1
far,1
end,1
kingdom,1
golden,1
joys,1
past,1
closest,1
poetry,1
men,1
enough,1
further,1
trouble,1
precisely,1
animal,1
remainder,1
present,1
principal,1
confess,1
shall,1
suffering,1
operating,1
alike,1
reaffirmation,1
what,1
hostile,1
continuing,1
stanzas,1
context,1
viewed,1
reconcile,1
form,1
see,1
obedience,1
viewless,1
issue,1
takes,1
apostles,1
ed,1
existence,1
mortal,1
mere,1
writes,1
hath,1
extent,1
reassert,1
saying,1
briefly,1
fore,1
bother,1
well,1
throne,1
voice,1
original,1
some,1
dilemmas,1
theology,1
cambridge,1
intention,1
presented,1
speculates,1
admired,1
significantly,1
elaborates,1
met,1
point,1
purpose,1
very,1
memoriam,1
apparent,1
compares,1
sounding,1
undoubtedly,1
supreme,1
spicy,1
acquires,1
controlling,1
forged,1
significant,1
safely,1
affection,1
condition,1
universe,1
collection,1
describes,1
assume,1
gloss,1
human,1
think,1
rare,1
enfolding,1
rewarding,1
noblest,1
our,1
call,1
come,1
proceeds,1
charges,1
sustains,1
defends,1
kindred,1
argument,1
roger,1
quality,1
own,1
constantly,1
conditions,1
magic,1
vorticella,1
struggles,1
essay,1
divine,1
domain,1
wish,1
regarded,1
held,1
revitalize,1
characteristic,1
ploude,1
guiding,1
things,1
seeming,1
supremacy,1
affirmation,1
shortly,1
spirits,1
anyone,1
turn,1
atmosphere,1
requesting,1
praises,1
charles,1
drift,1
ship,1
eyes,1
evolutionary,1
notation,1
presence,1
vindicate,1
themselves,1
witnessed,1
loving,1
can,1
be,1
juvenilia,1
even,1
memoir,1
refortified,1
look,1
much,1
manifests,1
impressed,1
among,1
confesses,1
we,1
should,1
evidence,1
attention,1
benevolency,1
close,1
behind,1
promising,1
embraces,1
gist,1
haunts,1
